id,file_name,file_path,ocr_text,line_count,char_count,has_error,error_message
20260211_151641,20260211_151641.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_151641.heic,"TALAN LA
İN apeme pie
Rater gtr
ikm ar
eee",5,42,0,
20260211_151643,20260211_151643.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_151643.heic,"meka m acai ire! a
m
sont
EBA a A CERES e a
ie örme Spe haha pA Seri Semer
gam)
zin, indigotin).
üzerine Olumsuz
ee
on activity",10,127,0,
20260211_151715,20260211_151715.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_151715.heic,"| = i Lİ LVA => os eo ° 2 2 004/1
İmei Şeker, tahin(susam ürünü), irmik, ceviz (89
/0),
itlik düzenleyici (sitrik asit) Aroma verici: vanilya aroması.Aler
hin (susam ürünü),İrmik (gluten), cevizdir. içerik. kısmındı
Yazılmıştır. Eser miktarda badem, antepfistığı içerebilir.
bırakmayınız. Serin ve kuru Yerde muhafaza ediniz. T
TETT ve parti no(P)ambalajin üzerindedir. GB. Ingr C
Paste), semolina, walnut (8%), cocoa powder (
i illia aroma. See the allerc.
Mount of almonds d pi
d lot number are on tr",12,502,0,
20260211_151852,20260211_151852.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_151852.heic,"Marmelaeh
NE ath
, Karadutiu Marmelatlı (%11) ve Marshmallowlu (% 0) Sandviç Bisküvi, Içindekiler: Buğday unu, invert şeker şurubu, Şeker, su, bitkisel yağ (palm), kakao yağı,
kakao kitlesi, tam yağlı süttozu, nem vericiler (gliserol, sorbitol), yağsız süttozu, kabartıcılar (amonyum hidrojen karbonat, sodyum hidrojen karbonat, disodyum difosfat), karadut püresi (960,9), sığır
” jelatini, emülgatörler (amonyum fostatidler, poligliserol polirisinoleat, yağ asitlerinin mono ve digliseritlerinin mono ve diasetil tartarik asit esterleri, soya lesitini), aroma vericiler, tuz, renklendirici
gi men. kıvam arttırıcı | ama asitlik düzenleyici (sitrik asit), koruyucu (potasyum sorbat), un işlem maddesi (sodyum metabisülfit), fındık, yumurta. Eser miktarda susam içerebilir.
hi Chocolate (2890) Coated Biscuits with Black Mulberry Marmalade (11%) and Marshmallow (20%), Ingredients: Wheat flour. invert sugar syrup, sugar, water, vegetable oil (palm), cocoa
\\ butter, cocoa mass, whole milk powder, humectants (glycerol, sorbitol), skimmed milk powder,
er phosphate), black
“bary Puree (0.9%), beef gelatine, emulsifiers (ammonium phosphatides, polyglycerol polyricinoleate, mono and diacetyl tartaric acid esters of mono and diglycerides of fatty acids, say leci
®
= j thin), flavowrings, -
2 Sal. colour (anthoryanims), thickener (pectin), acidity regulator (citric acid), preservative (potassium Sorbate), flour treatment agent (sodium metabisulphite), hazelnut, egg. May contain traces of sesame.
or = = ER — z SS aa a
EYY II kA
PEPE. SED
,",17,1543,0,
20260211_151855,20260211_151855.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_151855.heic,"gı,
irojen t ç 700,9), sığır
tartarik asit esterleri, soya lesitini), aroma vericiler, tuz, renklendirici
um sorbat), un işlem maddesi (sodyum metabisülfit), fındık, yumurta. Eser miktarda susam içerebilir.
ich Biscuits with Black Mulberry Marmalade (11%) and Marshmallow (20%), Ingredients: Wheat flour, invert sugar syrup, sugar, water, vegetable oil (palm), cocoa
butter, cocoa mass, whole milk powder, humectants (Glycerol, sorbitol), skimmed milk powder, raising agents (ammonium hydrogen Carbonate, sodium hydrogen carbonate, disodium diphosphate), black
Mulberty Wires 10.9%). beet gelatine, emulsifiers (ammonium phosphatides, polyglycerol polyricinoleate, mono and diacetyl tartaric acid esters of mono and diglycerides of fatty aci
ds, say lecithin). flavourings,
Salk, Colour (anthocyanins), thickener (Pectin), acidity regulator (citric acid), preservative (potassium sorbate), flour treatment agent (sodium metabisulphite), hazelnut, egg. May contain traces of sesanre.
See zi id
BPS SS OMS 299 ~1wi9)}ay ; EAA : : ' ——— , & -
ee > aa DAR FIZL2 CF. 72, 7 7
» AAG 7 a > >
ON “ame
2S LAO",15,1098,0,
20260211_151930,20260211_151930.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_151930.heic,"0600110) | ça
uid İN SIN YNG|
LER EGE nN
U
|
am, |
mmm,
o yp 1 hoje os ran Ure A
nOnel 4 gz7iew! PashjoipAy ‘saids ‘yes 7 EGO ime
) yi y2J20 BIUOLWLUE) inojoo (sapnoapnuogu- ç ni a
wap unjposOUOLU) SIBIUBYUS NONE) ‘0,6 | | oa
per los yayeM) aanes A0S ‘io paasaded ‘iayey
v janes Buyuoseas [(euouINboupAy IAING-Aue gy Ay.
5 d000) SİUEDİXONLE (wnB sen6) savayoiuy ‘(Saeydgoudin
> s (Ga}eUOGIED LUNIPOs ‘SayeuoqueD Lunısseyod) sının:
ys 10 Ed ‘Noy yEBYMİ % 1'pg SOJDOON ‘syuaIpadti
vs 2014S 03SVA AOS HLIM FTGOON INVISNI@
(opunun Sıuyıg.,) 11119049İ1 WESNS GA jepsey
ey İyE SL {Ns ‘yNeq ‘“EINyNqey Zınalay Epey
jos] (JOHN BUC “(ıse Yunis) 1oWajuaznp yINISe 'ejseğu
afy)poll ZO} SaYELUOP “1U1aJ01d JISIL ZI|OJDIU Jejeseyed
Zn} 9S “seal '20145yap “(yaLueey YEAUOLLE) OLIDLAjyLai
lapıoapnuogu-,g uun4posıp ‘yewejnj6 un4posououu)
ELİNE BLUOJE ""x"" % (AepGing ‘Zn “1safınseş Kos ‘ns) risos
ehos 1024 ejoury ‘ns 4aya3l g'g L% nsos Jeseyeg [(uOUoupIY
nNg-safiss9} 3NZO ulbuEzZ Uepulside jo1aJ0y0}) JEJUEDISYONUR
(we6 send) iounue UBAP “(ye4Soyyodun LunApos) so,ezZI)IqeIS
(euoquey LUnKpos ‘jeuaquey Lun4seyod) sajioiauaznp Yunis?
20) ‘iGehujed™nur’ Kepbnal 178% POON say yapurd}
TIGOON NISOS LvuVHVE Tizva AOS @",30,1200,0,
20260211_152015,20260211_152015.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_152015.heic,"| a a , | a e,
> frum ürünlerimiz TOK B : Y
: : it eslenme Beyanları
Zi Yönetmeliği'nde belirt )
irtilen Trans 4
>. i it karşılamaktadır. aii
: a Mr dp paral Mısır Gipsi
| indekiler -
| ie arttırıcılar monosodyum glutamat, disodyum guanila, disodyum inosine""),
am İCİ preparatlar (baharatlar (060, A (paprika tozu, soğan tozu, sarımsak '0zu))
JE çiroz, POlasyum Klorür, aroma vericiler, asitlik düzenleyici (Sitrik asit) , renk! dirliği
ayl, artiok carla
KSIIOZ,
paprika ekstraktı), galeta unu (buğday unu (gluten içerir), tuz, may
re zengin ekstrakt, askorbik asi, biberiye ekstraktları, Sitrik asi).
oya ve gluten içer |
en:tahıllar içerebilir. A
liz yağı ve domuzdan elde edilmiş bir. al
| Ürünlerimizin highigesidinde d
re. 2.
g{wheatslour (contains giliğiz
rate, disodium gua” (5
İM
(paprika powde diğ
flavouring © staf
Vade eği
- Mısır, kanola yağı, baharatt çeşni (buğday unu (gluten içerir), tuz, $€'ef,",27,911,0,
20260211_152027,20260211_152027.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_152027.heic,"Çerezya Soslu Kaju
İçindekiler
(Gluten i çeri ama Mii Nisatay, Buğday
vi os (1. iz % Yal (Ayçiçek, Pamuk, Şeke,
Tan, Kırmızı Bibe ( ber » Şeker, Soğan Tozu, Sarımsak
Mesin (Kırmız Biye; gli Maya —
ann atmosferde ii
hee RT), Tavsiye Edilen Tüketim
Kuru ve se 0 (L) ambalajın üzerindedir.
Yerde muhafaza ediniz.
Türk Gag
Ne Uygun olarak üretilmiştir.
e ii in San. ve
kaşın anal üretilmiştir.
Üre
b
ra A
der",18,404,0,
20260211_152050,20260211_152050.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_152050.heic,,0,0,0,
20260211_152127,20260211_152127.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_152127.heic,"i içerebilir; i
Baharaş Tebliği'ne uygund
7: TR34.K. 107359",3,59,0,
20260211_152146,20260211_152146.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_152146.heic,,0,0,0,
20260211_152202,20260211_152202.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_152202.heic,". ÖZENLE SEÇİLMİŞ GURME /r7
a. 4— a
Ustad Erken Hasat Soğuk Sıkım as |
Zeytinyağı, Ege Bölgesi, Göecin see
yeşil zeytinlerinden, Eylül-Ekim dönene |
özenle hasat edilerek üretilir. Hasattan hans |
sonra, 24°C'nin altındaki soğuk sim |
yöntemiyle işlenen zeytinlerden elde ediee
yağ, hızlı ve kontrollü süreç sayesinde doğallığını ve besin degem
maksimum düzeyde korur. Yüksek kaliteyi temsil eden Sw 5
Anadolu'nun zeytinyağı geleneğini rafine lezzetle buluşturur om |
_ Mmeéyvemsiligi ve güçlü aromasıyla sofralara ustalık katar
5 Üstad Natürel Sızma Zeytinyağı | i
içindekiler; Natürel Sızma Zeytinyağı. Zeytinyağı soğukta donabilir.
Gün ışığından koruyarak oda sıcaklığında muhafaza ediniz. |
Tavsiye Edilen Tüketim Tarihi (TE TT) ve Parti Seri No (PN) | va
‘mibalain üzerindedir. Çevre Bilgisi; Bitkisel atık a bats
veya Su, toprak gibi alıcı ortamlara dökmeyin. |
Türk Gida Kodeksi'ne uygun olarak üretilmiştir. Gua işletmesi Şeker
lo Mağazacılık A.Ş. Burhaniye Mah, Nagehan Peal
9:88 11 34676 Üsküdar / ISTANBUL T: 0850 822 AS) Tw 0)
Bu ürün (Güven Asa Gıda San, ve TIC, Ae) a
Üre dan A*101 Yeni Mağazacılık A.Ş. adına üret A BE | =
” ei: Mihaaga Mah. Dağınık Küme een 0 Sasol
kez Gömeç FAL ee
R10: Ave",26,1207,0,
20260211_152211,20260211_152211.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_152211.heic,"Üstad Sütlü Fındık Kreması _
İçindekiler: Fındık (7050), Şeker, Yağsız Süt Tozu
(9612), Fındık Yağı. Süt ve Fındık içermektedir.
Üretim Tarihi (U.R.T.), Tavsiye Edilen Tüketim
Tarihi (.E.T.T.) ve Parti Numarası (L) kapağın
üzerindedir. Güneş ışığından uzak, serin ve kuru
yerde muhafaza ediniz. Ürün üzerinde yağ
tabakası (o oluşabilir. Tüketilmeden — nce
karıştırılması tavsiye edilir. Mamullerimizin hiçbir
çeşidinde domuz yağı ve domuzdan elcic edilmiş
katkı maddesi yoktur.
Türk Gıda Kodeksi'ne uygun olarak üretiln
Gıda işletmecisi; A*101 Yeni Mağaza:
Burhaniye Mah. Nagehan Sok. No:4 B /
34676 Üsküdar / ISTANBUL T- 0850 822 99
ey örn (Gürsoy Tarımsal Ürünler Gide
San, Ve Ti
WE TiC, A.Ş.) tarafından
719101 Yeni Mağazacılık A.Ş. adına üretilmiştir
Üretiçi adresi;
5 Mah, Sahi Cad. No: 50 Perşembe / ORDU
92 22551 50: 0452 293 04 39
0: TR-52-K-007616
i İ
KI",25,863,0,
20260211_152227,20260211_152227.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_152227.heic,"resi (904), Yağsız Süttozu (%4), En
‘Lesitini olga Polirisinoleat), Aroma Ve
= mre Hazelnuts, Ingredients: : om""
e ES / Line) (kcal
| : 1
| ome ağ / of which Saturates (0) | 1.7
| Carbohydrate gi) 12
| Te which Sugars a
wer), Whey Powder, Fat Reduced Cocoa Pim
ut Puree (4 Ee %), Skimmed Milk Powder hee
olyglycero| Polyricinoleate), F
lis
Dğeleri 1 porsiyon için
ation ""ven it
ba Nİ di
BİT paket 55 porsiyondur. Tne p is: Le,
Domuz ka bir biçen zamma
Dues o onan sy port dan
alanla Findikt & i inn. İçin d ekiler: $i = =
içek), Feyniratı Suyu Tozu, Yağı alimi
RM Seg",21,567,0,
20260211_152231,20260211_152231.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_152231.heic,"tiraltı Su hen yi alt itil K
954). Yağsız Süttozu ii) i
serol Polirisinoleat), Aroma Veri
with Hazelnuts, Ingredients: Sugar.
wer}, Whi ey Powder, Fat Reduced Cocoa Pow oder |
Puree (4%), Skimmed Milk Powder (49) E
7 Po DİY yayerol Polyricinoleate), |
| 1 Y pasion igin LF
sie g —— Perportion (20 bo
Pie (heal) | 108 |
ağ / Fat g g
Ons at ss a Saturates (g
| : : hydrate g
= 0 ae Sugars g
| ir | Salt q 2 ge i
Bi paket: 25 Porsiyondur. / One pack is 251 yor
omuz kaynaklı hiçbir bile en içermez.
Does I contain any sort wriana
vi POO age oe ilân",19,545,0,
20260211_152240,20260211_152240.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_152240.heic,"Sokoley Kakaolu Fındık Kreması
içindekiler: Şeker (Pancar Şekeri), Bitkisel Yağ (Palm,
Pamuk, Ayçiçek), Demineralize Peyniraltı Suyu Tozu
(Süt Ürünü), Kakao Tozu (907), Fındık Püresi (905),
Yağsız Süt Tozu, Emülgatör (Ayçiçek Lesitini), Aroma
Vanilin, Findik)]. Eser miktarda Antep Fıstığı, Gluten,
Tl İli Soya Ürünü, Susam ve Yer Fıstığı içerebilir. Üretim
3
Tarihi (U.R.T), Tavsiye Edilen Tüketim Tarihi (T.E.T.T)
çi (o Ve Parti No (L) ambalajın üzerindedir. Serin, rutubetsiz
ve kokusuz ortamda 16-25 “C'de muhafaza ediniz
Doğrudan güneş ışığı alan ortamdan uzak tutunuz
Buzdolabında muhafaza etmeyiniz, zamanla yağ
birikebilir. Ağzı açık birakilmamalidir. Ürünlerimizin $
. . hiçbir çeşidinde domuz yağı ve ürünleri yoktur. ğ",15,729,0,
20260211_152314,20260211_152314.heic,/home/mahmut/Desktop/foodlens/ocrlama/fotolar/20260211_152314.heic,"CALIFORNIA MAKI
İçindekiler: California Maki: Pilav (pirinç, şeker, tuz), surimi (016) (balık eti,
buğday nişastası, yumurta, kanola yağı, ayçiçek yağı, aroma verici
(kabuklular), renklendirici (likopen)), salatalık, avokado, krem peynir
(peynir, tereyağ, süt proteinleri, emülsifiye edici tuzlar (fosfat tuzları), .
koruyucu (potasyum sorbat)), deniz yosunu. Soya sosu: Su, tuz, soya
fasulyesi (908), şeker, buğday unu, renklendirici (karamel), koruyucu (sodyum
benzoat), aroma verici (disodyum inosinat, disodyum guanilat).
İz miktarda susam ve hardal içerebilir. Son Tüketim Tarihi (STT) ve parti no
ambalajın üzerindedir. Derin dondurucuda (-18°C) muhafaza ediniz.
Çözündükten sonra tekrar dondurmayınız. Menşe Ülke: Yerli ve ithal
hammadde kullanılarak Türkiye'de üretilmiştir.
Üretici Firma: Önen Gıda Sanayi A.Ş.
Üretici Firma Adresi: İstanbul Fabrika: Dudullu OSB Mah. 4. Cad. No:3
Grani — Fabrika: Organize Sanayi Bolgesi Mevkii
i ren Köyü Merkez/Çanakkale
izerine kodlanmıştır.
Oda Sıcaklığı: Su
sıcaklığında 2-2,5
Direkt tüketime ha
kullandığınız ekion
BUZDOLABINDA",22,1076,0,
